title,indegree
A Simple Similarity-based Model for Selectional Preferences,35
Efficient Parsing Of Highly Ambiguous Context-Free Grammars With Bit Vectors,35
Does Baum-Welch Re-Estimation Help Taggers?,35
Introduction To The CoNLL-2002 Shared Task: Language-Independent Named Entity Recognition,35
Principle-Based Parsing Without Overgeneration,35
An Algorithm For Generating Quantifier Scopings,35
Bidirectional Inference With The Easiest-First Strategy For Tagging Sequence Data,35
A Comparative Study On Reordering Constraints In Statistical Machine Translation,35
Transition-based Dependency Parsing with Rich Non-local Features,35
Learning Synchronous Grammars for Semantic Parsing with Lambda Calculus,35
Structured Models for Fine-to-Coarse Sentiment Analysis,34
Contextual Dependencies In Unsupervised Word Segmentation,34
Lattice-based Minimum Error Rate Training for Statistical Machine Translation,34
Preemptive Information Extraction Using Unrestricted Relation Discovery,34
Automatic Acquisition Of Subcategorization Frames From Untagged Text,34
Development And Use Of A Gold-Standard Data Set For Subjectivity Classifications,34
Features And Values,34
A Property-Sharing Constraint In Centering,34
Edge-Based Best-First Chart Parsing,34
Understanding the Value of Features for Coreference Resolution,34
Automatic Identification Of Non-Compositional Multi-Word Expressions Using Latent Semantic Analysis,34
Sentence Fusion For Multidocument News Summarization,34
Syntactic Features For Evaluation Of Machine Translation,34
Design Challenges and Misconceptions in Named Entity Recognition,34
Structural Ambiguity And Lexical Relations,34
Comparative Experiments On Disambiguating Word Senses: An Illustration Of The Role Of Bias In Machine Learning,34
A Gibbs Sampler for Phrasal Synchronous Grammar Induction,34
Improving Statistical MT Through Morphological Analysis,34
Lexicon-Based Methods for Sentiment Analysis,34
First-Order Probabilistic Models for Coreference Resolution,34
Interpretation As Abduction,34
Learning Dependency-Based Compositional Semantics,34
Towards The Automatic Identification Of Adjectival Scales: Clustering Adjectives According To Meaning,33
Models For The Semantic Classification Of Noun Phrases,33
Exploiting Syntactic Structure for Language Modeling,33
Statistical Machine Translation With Scarce Resources Using Morpho-Syntactic Information,33
Building A Discourse-Tagged Corpus In The Framework Of Rhetorical Structure Theory,33
Named Entity Recognition Without Gazetteers,33
A Joint Model of Text and Aspect Ratings for Sentiment Summarization,33
Discourse Segmentation By Human And Automated Means,33
An Efficient Augmented-Context-Free Parsing Algorithm,33
Extracting Complex Biological Events with Rich Graph-Based Feature Sets,33
Fully Automatic Lexicon Expansion For Domain-Oriented Sentiment Analysis,33
Dependency Parsing by Belief Propagation,33
Finding Terminology Translations From Non-Parallel Corpora,33
Top Accuracy and Fast Dependency Parsing is not a Contradiction,33
Identifying Relations for Open Information Extraction,33
Batch Tuning Strategies for Statistical Machine Translation,33
Parsing The LOB Corpus,33
An Efficient Method For Determining Bilingual Word Classes,33
Generalized Inference With Multiple Semantic Role Labeling Systems,33
Distributional Memory: A General Framework for Corpus-Based Semantics,33
Modeling Local Coherence: An Entity-Based Approach,33
Cooking Up Referring Expressions,33
A Composite Kernel To Extract Relations Between Entities With Both Flat And Structured Features,33
Guiding Semi-Supervision with Constraint-Driven Learning,33
Learning Multilingual Subjective Language via Cross-Lingual Projections,33
Generating Phrasal and Sentential Paraphrases: A Survey of Data-Driven Methods,33
Meta-Rules As A Basis For Processing Ill-Formed Input,33
Assigning Function Tags To Parsed Text,33
Detecting A Continuum Of Compositionality In Phrasal Verbs,33
Get Out The Vote: Determining Support Or Opposition From Congressional Floor-Debate Transcripts,33
Semantic Role Labeling Via Integer Linear Programming Inference,33
A Noisy-Channel Approach To Question Answering,33
Applying Conditional Random Fields To Japanese Morphological Analysis,33
An Empirically Based System For Processing Definite Descriptions,33
An Improved Extraction Pattern Representation Model For Automatic IE Pattern Acquisition,32
Instance Weighting for Domain Adaptation in NLP,32
The LinGO Redwoods Treebank: Motivation And Preliminary Applications,32
Sentence Reduction For Automatic Text Summarization,32
Mining The Web For Bilingual Text,32
Two-Level Morphology With Composition,32
A Probability Model To Improve Word Alignment,32
A Prosodic Analysis Of Discourse Segments In Direction-Giving Monologues,32
A Graph Model For Unsupervised Lexical Acquisition,32
Learning to Translate with Source and Target Syntax,32
Statistical Machine Translation for Query Expansion in Answer Retrieval,32
Guided Learning for Bidirectional Sequence Classification,32
Machine Transliteration Of Names In Arabic Texts,32
Relaxation Techniques For Parsing Grammatically Ill-Formed Input In Natural Language Understanding Systems,32
A Semantic-Head-Driven Generation Algorithm For Unification-Based Formalisms,32
What is the Jeopardy Model? A Quasi-Synchronous Grammar for QA,32
On Dual Decomposition and Linear Programming Relaxations for Natural Language Processing,32
Polylingual Topic Models,32
Optimizing Chinese Word Segmentation for Machine Translation Performance,32
Lexical Semantic Techniques For Corpus Analysis,32
Better Hypothesis Testing for Statistical Machine Translation: Controlling for Optimizer Instability,32
Using A Semantic Concordance For Sense Identification,32
A Fast Algorithm For The Generation Of Referring Expressions,32
Forest-based Translation Rule Extraction,32
Aligning A Parallel English-Chinese Corpus Statistically With Lexical Criteria,32
Evaluating Translational Correspondence Using Annotation Projection,32
Hierarchical Phrase-Based Translation with Suffix Arrays,32
From Discourse Structures To Text Summaries,32
Tagging Inlective Languages: Prediction of Morphological Categories for a Rich Structured Tagset,31
Bootstrapping Statistical Parsers From Small Datasets,31
Structural Matching Of Parallel Texts,31
Bilingual Parsing With Factored Estimation: Using English To Parse Korean,31
New Figures Of Merit For Best-First Probabilistic Chart Parsing,31
Sampling Alignment Structure under a Bayesian Translation Model,31
Randomized Algorithms And NLP: Using Locality Sensitive Hash Functions For High Speed Noun Clustering,31
Two Statistical Parsing Models Applied To The Chinese Treebank,31
Minimum Risk Annealing For Training Log-Linear Models,31
Intention-Based Segmentation: Human Reliability And Correlation With Linguistic Cues,31
Lattice Minimum Bayes-Risk Decoding for Statistical Machine Translation,31
Japanese Discourse And The Process Of Centering,31
AnCora: Multilevel Annotated Corpora for Catalan and Spanish,31
Automatic Detection Of Text Genre,31
Functional Unification Grammar: A Formalism For Machine Translation,31
Identifying Sources Of Opinions With Conditional Random Fields And Extraction Patterns,31
Mining WordNet For A Fuzzy Sentiment: Sentiment Tag Extraction From WordNet Glosses,31
The Tradeoffs Between Open and Traditional Relation Extraction,31
Functional Centering Grounding Referential Coherence In Information Structure,31
Machine Translation Divergences: A Formal Description And Proposed Solution,31
Confidence Estimation For Machine Translation,31
Termight: Identifying And Translating Technical Terminology,31
Class-Based Probability Estimation Using A Semantic Hierarchy,31
Bayesian Word Sense Induction,31
Integrated Annotation For Biomedical Information Extraction,31
Using Contextual Speller Techniques and Language Modeling for ESL Error Correction,31
A Unification Method For Disjunctive Feature Descriptions,31
Machine Learning Of Temporal Relations,31
Introduction To The Special Issue On Computational Linguistics Using Large Corpora,30
Dependency-based Syntactic–Semantic Analysis with PropBank and NomBank,30
Fast Unsupervised Incremental Parsing,30
A Statistical Approach To Language Translation,30
Log-Linear Models For Word Alignment,30
Minimum Cut Model For Spoken Lecture Segmentation,30
Identifying Anaphoric And Non-Anaphoric Noun Phrases To Improve Coreference Resolution,30
Intelligent Selection of Language Model Training Data,30
Meteor 1.3: Automatic Metric for Reliable Optimization and Evaluation of Machine Translation Systems,30
Named Entity Recognition Using An HMM-Based Chunk Tagger,30
Robust Sentiment Detection on Twitter from Biased and Noisy Data,30
Three Heads Are Better Than One,30
Characterising Measures Of Lexical Distributional Similarity,30
Broad-Coverage Sense Disambiguation And Information Extraction With A Supersense Sequence Tagger,30
Discriminative Reordering Models For Statistical Machine Translation,30
Word Sense And Subjectivity,30
K-Vec: A New Approach For Aligning Parallel Texts,30
A Maximum Entropy Approach to Chinese Word Segmentation,30
Chart Generation,30
Corpus-Based Statistical Sense Resolution,30
Constraint Grammar As A Framework For Parsing Running Text,30
TAG Dynamic Programming and the Perceptron for Efficient Feature-Rich Parsing,30
Tense As Discourse Anaphor,30
Enhanced Sentiment Learning Using Twitter Hashtags and Smileys,30
Exploiting Diversity In Natural Language Processing: Combining Parsers,30
GEMINI: A Natural Language System For Spoken-Language Understanding,30
Word Sense Disambiguation With Very Large Neural Networks Extracted From Machine Readable Dictionaries,30
Overview of BioNLP Shared Task 2011,30
Automatically Extracting And Representing Collocations For Language Generation,30
Experiments With A Multilanguage Non-Projective Dependency Parser,30
Improving Unsupervised Dependency Parsing with Richer Contexts and Smoothing,30
Detection of Grammatical Errors Involving Prepositions,30
Language Model Based Arabic Word Segmentation,30
Coping With Syntactic Ambiguity Or How To Put The Block In The Box On The Table,29
Evaluation Metrics For Generation,29
D-PATR: A Development Environment For Unification-Based Grammars,29
A Probabilistic Earley Parser As A Psycholinguistic Model,29
Learning Semantic Constraints For The Automatic Discovery Of Part-Whole Relations,29
Exploiting Diverse Knowledge Sources Via Maximum Entropy In Named Entity Recognition,29
Translation By Structural Correspondences,29
Semantic Compositionality through Recursive Matrix-Vector Spaces,29
Applying Many-to-Many Alignments and Hidden Markov Models to Letter-to-Phoneme Conversion,29
Disambiguation Of Proper Names In Text,29
Corpus Statistics Meet The Noun Compound: Some Empirical Results,29
Reading Level Assessment Using Support Vector Machines And Statistical Language Models,29
Recognizing Stances in Online Debates,29
Minimized Models for Unsupervised Part-of-Speech Tagging,29
Efficient Support Vector Classifiers For Named Entity Recognition,29
Multi-Site Data Collection For A Spoken Language Corpus,29
Unsupervised Multilingual Learning for Morphological Segmentation,29
The Practical Value Of N-Grams Is In Generation,29
UKP: Computing Semantic Textual Similarity by Combining Multiple Content Similarity Measures,29
Using a Dependency Parser to Improve SMT for Subject-Object-Verb Languages,29
Named Entity Recognition Through Classifier Combination,29
Contextual Word Similarity And Estimation From Sparse Data,29
Extracting Parallel Sub-Sentential Fragments From Non-Parallel Corpora,29
COGEX: A Logic Prover For Question Answering,29
Extraposition Grammars,29
Why Generative Phrase Models Underperform Surface Heuristics,29
Typed Unification Grammars,29
